Input,LPFilter,HPFilter,DerivativeF,SQRFilter,MVAFilter,RBeat,RunningThI1,SignalLevel,NoiseLevel,RunningThF
-52,-61,9,-1,1,0,0,13,48,2,24
-51,-60,8,-1,1,0,0,13,48,2,24
-52,-60,8,-1,1,0,0,13,48,2,24
-52,-59,8,-1,1,0,0,13,48,2,24
-51,-59,8,-1,1,0,0,13,48,2,24
-50,-59,7,-1,1,0,0,13,48,2,24
-49,-58,7,-1,1,0,0,13,48,2,24
-49,-58,7,-1,1,0,0,13,48,2,24
-50,-58,6,-1,1,0,0,13,48,2,24
-53,-58,6,-1,1,0,0,13,48,2,24
-56,-58,6,-1,1,0,0,13,48,2,24
-58,-58,5,-1,1,0,0,13,48,2,24
-60,-58,5,-1,1,0,0,13,48,2,24
-62,-60,5,-1,1,0,0,13,48,2,24
-62,-61,4,-1,1,0,0,13,48,2,24
-63,-63,4,-1,1,0,0,13,48,2,24
-63,-65,4,-1,1,0,0,13,48,2,24
-62,-67,5,0,0,0,0,13,48,2,24
-63,-68,5,0,0,0,0,13,48,2,24
-63,-69,5,0,0,0,0,13,48,2,24
-65,-70,5,0,0,0,0,13,48,2,24
-69,-71,5,0,0,0,0,13,48,2,24
-71,-72,6,0,0,0,0,13,48,2,24
-68,-73,7,0,0,0,0,13,48,2,24
-56,-73,7,0,0,0,0,13,48,2,24
-31,-73,8,0,0,0,0,13,48,2,24
8,-70,8,0,0,0,0,13,48,2,24
57,-63,8,0,0,0,0,13,48,2,24
90,-50,8,0,0,0,0,13,48,2,24
83,-33,7,-1,1,0,0,13,48,2,24
46,-13,6,-1,1,0,0,13,48,2,24
8,7,4,-2,4,0,0,13,48,2,24
-22,24,2,-2,4,0,0,13,48,2,24
-44,34,0,-3,9,1,0,13,48,2,24
-58,35,-2,-3,9,1,0,13,48,2,24
-68,26,-4,-3,9,1,0,13,48,2,24
-76,10,-5,-3,9,1,0,13,48,2,24
-80,-10,-6,-2,4,1,0,13,48,2,24
-82,-31,-7,-2,4,2,0,13,48,2,24
-82,-50,-8,-2,4,2,0,13,48,2,24
-84,-65,-7,-1,1,2,0,13,48,2,24
-84,-76,-7,-1,1,2,0,13,48,2,24
-81,-83,-5,0,0,2,0,13,48,2,24
-80,-88,-1,2,4,2,0,13,48,2,24
-82,-91,6,4,16,2,0,13,48,2,24
-84,-92,15,6,36,3,0,13,48,2,24
-83,-93,26,9,81,6,0,13,48,2,24
-82,-93,36,11,121,10,0,13,48,2,24
-79,-93,45,12,144,15,0,13,48,2,24
-75,-93,50,11,121,19,0,13,48,2,24
-76,-92,50,7,49,21,0,13,48,2,24
-74,-91,46,3,9,21,0,13,48,2,24
-70,-90,38,-3,9,21,0,13,48,2,24
-68,-89,28,-7,49,23,0,13,48,2,24
-67,-87,17,-11,121,27,0,13,48,2,24
-64,-85,8,-13,169,32,0,13,48,2,24
-62,-82,0,-12,144,37,0,13,48,2,24
-61,-80,-5,-11,121,41,0,13,48,2,24
-58,-78,-9,-9,81,44,0,13,48,2,24
-54,-75,-11,-6,36,45,0,13,48,2,24
-53,-73,-12,-4,16,46,0,13,48,2,24
-52,-70,-12,-3,9,46,0,13,48,2,24
-47,-68,-11,-1,1,46,0,13,48,2,24
-44,-65,-10,0,0,45,0,13,48,2,24
-41,-62,-9,1,1,45,0,13,48,2,24
-41,-60,-7,1,1,45,0,13,48,2,24
-41,-57,-5,1,1,45,0,13,48,2,24
-39,-54,-4,2,4,45,0,13,48,2,24
-34,-52,-2,2,4,45,0,13,48,2,24
-34,-49,-1,1,1,45,0,13,48,2,24
-32,-47,0,1,1,45,0,13,48,2,24
-31,-45,1,1,1,45,0,13,48,2,24
-28,-43,2,1,1,45,0,13,48,2,24
-25,-41,3,1,1,44,0,13,48,2,24
-24,-39,3,1,1,44,0,13,48,2,24
-21,-36,4,0,0,43,0,13,48,2,24
-20,-34,5,0,0,40,0,13,48,2,24
-17,-32,5,0,0,36,0,13,48,2,24
-14,-29,5,0,0,31,0,13,48,2,24
-11,-27,6,0,0,27,0,13,48,2,24
-12,-24,6,0,0,26,0,13,48,2,24
-14,-22,6,0,0,25,0,13,48,2,24
-19,-20,7,0,0,25,0,13,48,2,24
-22,-19,7,0,0,23,0,13,48,2,24
-28,-18,7,0,0,19,0,13,48,2,24
-35,-19,8,0,0,14,0,13,48,2,24
-44,-21,8,0,0,9,0,13,48,2,24
-50,-25,8,0,0,5,0,13,48,2,24
-57,-29,8,0,0,2,0,13,48,2,24
-65,-35,8,0,0,1,0,13,48,2,24
-72,-42,9,0,0,0,0,13,48,2,24
-79,-49,10,0,0,0,0,13,48,2,24
-84,-57,10,0,0,0,0,13,48,2,24
-87,-65,11,0,0,0,0,13,48,2,24
-90,-72,13,1,1,0,0,13,48,2,24
-93,-79,14,1,1,0,0,13,48,2,24
-93,-86,16,1,1,0,0,13,48,2,24
-94,-91,17,1,1,0,0,13,48,2,24
-92,-96,19,1,1,0,0,13,48,2,24
-93,-99,20,1,1,0,0,13,48,2,24
-93,-102,22,1,1,0,0,13,48,2,24
-93,-103,22,1,1,0,10587,13,47,2,24
-93,-104,22,1,1,0,0,13,47,2,24
-91,-105,21,0,0,0,0,13,47,2,24
-87,-105,20,-1,1,0,0,13,47,2,24
-85,-104,18,-2,4,0,0,13,47,2,24
-83,-103,16,-2,4,0,0,13,47,2,24
-81,-102,13,-3,9,0,0,13,47,2,24
-78,-101,10,-4,16,1,0,13,47,2,24
-77,-99,8,-4,16,1,0,13,47,2,24
-74,-96,5,-4,16,2,0,13,47,2,24
-74,-94,3,-4,16,3,0,13,47,2,24
-72,-92,0,-4,16,3,0,13,47,2,24
-72,-89,-1,-3,9,3,0,13,47,2,24
-71,-87,-3,-3,9,4,0,13,47,2,24
-68,-85,-3,-2,4,4,0,13,47,2,24
-66,-84,-4,-2,4,4,0,13,47,2,24
-65,-82,-3,-1,1,4,0,13,47,2,24
-65,-81,-3,0,0,4,0,13,47,2,24
-65,-79,-2,0,0,4,0,13,47,2,24
-66,-78,-1,0,0,4,0,13,47,2,24
-66,-76,0,1,1,4,0,13,47,2,24
-65,-76,1,1,1,4,0,13,47,2,24
-66,-75,2,1,1,4,0,13,47,2,24
-67,-74,3,1,1,4,0,13,47,2,24
-68,-74,4,1,1,4,0,13,47,2,24
-67,-75,5,1,1,4,0,13,47,2,24
-66,-75,6,1,1,4,0,13,47,2,24
-65,-75,7,1,1,4,0,13,47,2,24
-62,-75,9,1,1,4,0,13,47,2,24
-62,-75,10,1,1,4,0,13,47,2,24
-62,-74,10,1,1,4,0,13,47,2,24
-63,-74,10,0,0,4,0,13,47,2,24
-64,-73,11,0,0,4,0,13,47,2,24
-62,-72,11,0,0,4,0,13,47,2,24
-61,-72,11,0,0,4,0,13,47,2,24
-62,-71,11,0,0,4,0,13,47,2,24
-62,-71,12,0,0,3,0,13,47,2,24
-62,-71,11,0,0,3,0,13,47,2,24
-61,-70,11,0,0,2,0,13,47,2,24
-61,-70,11,-1,1,2,0,13,47,2,24
-61,-70,11,-1,1,1,0,13,47,2,24
-61,-70,10,-1,1,1,0,13,47,2,24
-62,-70,10,-1,1,1,0,13,47,2,24
-62,-70,10,-1,1,0,0,13,47,2,24
-61,-70,10,-1,1,0,0,13,47,2,24
-60,-69,10,0,0,0,0,13,47,2,24
-59,-69,11,0,0,0,0,13,47,2,24
-59,-69,11,0,0,0,0,13,47,2,24
-59,-69,11,0,0,0,0,13,47,2,24
-59,-69,12,0,0,0,0,13,47,2,24
-59,-68,12,0,0,0,0,13,47,2,24
-59,-68,12,0,0,0,0,13,47,2,24
-58,-67,12,0,0,0,0,13,47,2,24
-59,-67,12,0,0,0,0,13,47,2,24
-57,-67,13,0,0,0,0,13,47,2,23
-56,-67,13,0,0,0,0,13,47,2,23
-56,-66,13,0,0,0,0,13,47,2,23
-57,-66,13,0,0,0,0,13,47,2,23
-58,-66,13,0,0,0,0,13,47,2,23
-57,-65,13,0,0,0,0,13,47,2,23
-56,-65,13,0,0,0,0,13,47,2,23
-56,-65,13,0,0,0,0,13,47,2,23
-55,-64,13,0,0,0,0,13,47,2,23
-54,-64,12,-1,1,0,0,13,47,2,23
-53,-64,12,-1,1,0,0,13,47,2,23
-52,-63,11,-1,1,0,0,13,47,2,23
-54,-63,11,-1,1,0,0,13,47,2,23
-55,-62,11,-1,1,0,0,13,47,2,23
-56,-62,11,-1,1,0,0,13,47,2,23
-56,-62,10,-1,1,0,0,13,47,2,23
-56,-61,10,-1,1,0,0,13,47,2,23
-56,-62,9,-1,1,0,0,13,47,2,23
-57,-62,9,-1,1,0,0,13,47,2,23
-58,-63,9,-1,1,0,0,13,47,2,23
-57,-63,8,-1,1,0,0,13,47,2,23
-58,-64,8,-1,1,0,0,13,47,2,23
-59,-64,8,-1,1,0,0,13,47,2,23
-59,-65,8,-1,1,0,0,13,47,2,23
-59,-65,8,0,0,0,0,13,47,2,23
-58,-65,8,0,0,0,0,13,47,2,23
-57,-66,8,0,0,0,0,13,47,2,23
-56,-66,9,0,0,0,0,13,47,2,23
-55,-66,9,0,0,0,0,13,47,2,23
-55,-66,9,0,0,0,0,13,47,2,23
-54,-65,9,0,0,0,0,13,47,2,23
-53,-64,9,0,0,0,0,13,47,2,23
-51,-64,9,0,0,0,0,13,47,2,23
-51,-63,8,-1,1,0,0,13,47,2,23
-50,-62,7,-1,1,0,0,13,47,2,23
-50,-61,6,-1,1,0,0,13,47,2,23
-52,-60,6,-1,1,0,0,13,47,2,23
-53,-59,5,-1,1,0,0,13,47,2,23
-57,-59,4,-1,1,0,0,13,47,2,23
-59,-59,3,-1,1,0,0,13,47,2,23
-59,-59,3,-1,1,0,0,13,47,2,23
-61,-60,3,-1,1,0,0,13,47,2,23
-61,-62,3,-1,1,0,0,13,47,2,23
-64,-63,3,0,0,0,0,13,47,2,23
-66,-65,3,0,0,0,0,13,47,2,23
-66,-67,4,0,0,0,0,13,47,2,23
-66,-69,5,0,0,0,0,13,47,2,23
-64,-70,6,1,1,0,0,13,47,2,23
-66,-71,6,1,1,0,0,13,47,2,23
-69,-73,7,0,0,0,0,13,47,2,23
-73,-74,8,0,0,0,0,13,47,2,23
-73,-75,9,1,1,0,0,13,47,2,23
-69,-76,10,1,1,0,0,13,47,2,23
-57,-76,11,1,1,0,0,13,47,2,23
-31,-76,12,1,1,0,0,13,47,2,23
12,-72,12,1,1,0,0,13,47,2,23
61,-65,12,0,0,0,0,13,47,2,23
91,-52,11,0,0,0,0,13,47,2,23
82,-34,9,-1,1,0,0,13,47,2,23
44,-13,8,-2,4,0,0,13,47,2,23
6,8,5,-3,9,1,0,13,47,2,23
-25,25,3,-3,9,1,0,13,47,2,23
-48,35,0,-3,9,1,0,13,47,2,23
-62,34,-2,-4,16,2,0,13,47,2,23
-73,25,-4,-3,9,2,0,13,47,2,23
-79,8,-6,-3,9,2,0,13,47,2,23
-82,-13,-7,-3,9,2,0,13,47,2,23
-84,-35,-7,-2,4,3,0,13,47,2,23
-86,-54,-8,-2,4,3,0,13,47,2,23
-87,-69,-7,-1,1,3,0,13,47,2,23
-88,-80,-7,0,0,3,0,13,47,2,23
-89,-87,-4,0,0,3,0,13,47,2,23
-88,-92,0,2,4,3,0,13,47,2,23
-86,-95,7,4,16,3,0,13,47,2,23
-82,-97,17,7,49,5,0,13,47,2,23
-82,-97,28,10,100,8,0,13,47,2,23
-81,-98,39,12,144,13,0,13,47,2,23
-80,-97,48,13,169,19,0,13,47,2,23
-78,-96,53,11,121,23,0,13,47,2,23
-77,-95,53,8,64,25,0,13,47,2,23
-75,-93,48,2,4,25,0,13,47,2,23
-73,-92,40,-3,9,25,0,13,47,2,23
-70,-90,29,-8,64,27,0,13,47,2,23
-68,-88,18,-12,144,32,0,13,47,2,23
-67,-86,9,-13,169,38,0,13,47,2,23
-65,-84,1,-13,169,43,0,13,47,2,23
-62,-82,-4,-11,121,47,0,13,47,2,23
-61,-80,-8,-9,81,50,0,13,47,2,23
-58,-78,-10,-6,36,51,0,13,47,2,23
-57,-75,-11,-4,16,51,0,13,47,2,23
-53,-73,-12,-3,9,51,0,13,47,2,23
-50,-71,-11,-1,1,51,0,13,47,2,23
-49,-68,-10,0,0,51,0,13,47,2,23
-47,-66,-8,1,1,50,0,13,47,2,23
-46,-63,-6,1,1,50,0,13,47,2,23
-46,-61,-4,2,4,50,0,13,47,2,23
-45,-59,-2,2,4,50,0,13,47,2,23
-42,-57,0,2,4,50,0,13,47,2,23
-41,-55,1,2,4,50,0,13,47,2,23
-39,-53,2,1,1,50,0,13,47,2,23
-36,-51,3,1,1,50,0,13,47,2,23
-34,-50,4,1,1,50,0,13,47,2,23
-30,-48,4,1,1,50,0,13,47,2,23
-26,-45,5,0,0,49,0,13,47,2,23
-22,-43,5,0,0,48,0,13,47,2,23
-19,-40,6,0,0,44,0,13,47,2,23
-18,-37,6,0,0,39,0,13,47,2,23
-17,-34,6,0,0,34,0,13,47,2,23
-17,-30,6,0,0,30,0,13,47,2,23
-16,-27,6,0,0,28,0,13,47,2,23
-17,-25,6,0,0,28,0,13,47,2,23
-21,-23,6,0,0,27,0,13,47,2,23
-26,-22,6,0,0,25,0,13,47,2,23
-29,-22,6,0,0,20,0,13,47,2,23
-34,-22,6,0,0,15,0,13,47,2,23
-45,-24,6,0,0,9,0,13,47,2,23
-53,-28,6,0,0,5,0,13,47,2,23
-62,-32,6,0,0,2,0,13,47,2,23
-68,-38,6,0,0,1,0,13,47,2,23
-74,-44,7,0,0,1,0,13,47,2,23
-80,-52,8,0,0,0,0,13,47,2,23
-87,-60,9,1,1,0,0,13,47,2,23
-92,-68,10,1,1,0,0,13,47,2,23
-95,-75,12,1,1,0,0,13,47,2,23
-97,-83,14,1,1,0,0,13,47,2,23
-97,-89,15,2,4,0,0,13,47,2,23
-97,-95,17,2,4,0,0,13,47,2,23
-96,-100,19,2,4,0,0,13,47,2,23
-94,-103,20,2,4,0,0,13,47,2,23
-92,-106,21,1,1,0,10770,13,48,2,23
-91,-107,22,1,1,0,0,13,48,2,23
-89,-107,22,1,1,0,0,13,48,2,23
-88,-107,21,0,0,0,0,13,48,2,23
-86,-106,20,-1,1,0,0,13,48,2,23
-85,-104,18,-2,4,0,0,13,48,2,23
-84,-103,16,-2,4,1,0,13,48,2,23
-82,-101,13,-3,9,1,0,13,48,2,23
-81,-99,10,-4,16,1,0,13,48,2,23
-80,-98,7,-4,16,2,0,13,48,2,23
-79,-96,4,-4,16,2,0,13,48,2,23
-77,-95,1,-4,16,3,0,13,48,2,23
-74,-93,-1,-4,16,4,0,13,48,2,23
-74,-92,-3,-4,16,4,0,13,48,2,23
-72,-90,-4,-3,9,4,0,13,48,2,23
-71,-88,-5,-2,4,5,0,13,48,2,23
-69,-87,-5,-2,4,5,0,13,48,2,23
-70,-85,-5,-1,1,5,0,13,48,2,23
-69,-84,-4,0,0,5,0,13,48,2,23
-66,-82,-3,0,0,5,0,13,48,2,23
-66,-81,-1,1,1,5,0,13,48,2,23
-66,-79,0,1,1,5,0,13,48,2,23
-66,-78,1,1,1,5,0,13,48,2,23
-64,-77,3,1,1,5,0,13,48,2,23
-63,-76,4,1,1,5,0,13,48,2,23
-66,-75,5,1,1,5,0,13,48,2,23
-67,-75,6,1,1,5,0,13,48,2,23
-66,-74,6,1,1,5,0,13,48,2,23
-64,-74,7,0,0,4,0,13,48,2,23
-61,-74,8,0,0,4,0,13,48,2,23
-63,-74,8,0,0,4,0,13,48,2,23
-67,-73,9,0,0,4,0,13,48,2,23
-69,-73,9,0,0,4,0,13,48,2,23
-70,-73,9,0,0,4,0,13,48,2,23
-69,-74,9,0,0,4,0,13,48,2,23
-68,-74,10,0,0,4,0,13,48,2,23
-66,-75,10,0,0,4,0,13,48,2,23
-65,-76,10,0,0,4,0,13,48,2,23
-65,-76,10,0,0,3,0,13,48,2,23
-65,-76,10,0,0,3,0,13,48,2,23
-63,-76,10,0,0,2,0,13,48,2,23
-64,-75,10,0,0,1,0,13,48,2,23
-63,-75,10,0,0,1,0,13,48,2,23
-62,-74,11,0,0,0,0,13,48,2,23
-62,-73,11,0,0,0,0,13,48,2,23
-62,-72,11,0,0,0,0,13,48,2,23
-62,-72,11,0,0,0,0,13,48,2,23
-62,-71,11,0,0,0,0,13,48,2,23
-61,-71,11,0,0,0,0,13,48,2,23
-62,-71,11,0,0,0,0,13,48,2,23
-60,-70,11,0,0,0,0,13,48,2,23
-59,-70,11,0,0,0,0,13,48,2,23
-60,-70,10,-1,1,0,0,13,48,2,23
-59,-69,10,-1,1,0,0,13,48,2,23
-58,-69,10,-1,1,0,0,13,48,2,23
-58,-68,10,-1,1,0,0,13,48,2,23
-58,-68,10,0,0,0,0,13,48,2,24
-59,-67,10,0,0,0,0,13,48,2,24
-59,-67,10,0,0,0,0,13,48,2,24
-58,-67,11,0,0,0,0,13,48,2,24
-58,-66,11,0,0,0,0,13,48,2,24
-58,-66,12,0,0,0,0,13,48,2,24
-58,-66,12,0,0,0,0,13,48,2,24
-58,-66,12,0,0,0,0,13,48,2,24
-56,-66,12,0,0,0,0,13,48,2,24
-55,-66,12,0,0,0,0,13,48,2,24
-55,-65,13,0,0,0,0,13,48,2,24
-55,-65,13,0,0,0,0,13,48,2,24
-56,-65,13,0,0,0,0,13,48,2,24
-56,-64,13,0,0,0,0,13,48,2,24
-56,-64,12,-1,1,0,0,13,48,2,24
-55,-63,12,-1,1,0,0,13,48,2,24
-56,-63,12,-1,1,0,0,13,48,2,24
-55,-63,12,-1,1,0,0,13,48,2,24
-54,-63,11,-1,1,0,0,13,48,2,24
-51,-63,11,-1,1,0,0,13,48,2,24
-51,-62,11,-1,1,0,0,13,48,2,24
-52,-62,10,-1,1,0,0,13,48,2,24
-51,-61,10,-1,1,0,0,13,48,2,24
-51,-61,9,-1,1,0,0,13,48,2,24
-50,-60,9,-1,1,0,0,13,48,2,24
-49,-59,8,-1,1,0,0,13,48,2,24
-50,-58,8,-1,1,0,0,13,48,2,24
-51,-58,8,-1,1,0,0,13,48,2,24
-51,-58,7,-1,1,0,0,13,48,2,24
-52,-57,7,-1,1,0,0,13,48,2,24
-52,-57,7,-1,1,0,0,13,48,2,24
-53,-57,7,-1,1,0,0,13,48,2,24
-55,-58,6,-1,1,0,0,13,48,2,24
-57,-58,6,-1,1,0,0,13,48,2,24
-59,-59,5,-1,1,0,0,13,48,2,24
-61,-60,5,-1,1,0,0,13,48,2,24
-62,-62,5,-1,1,0,0,13,48,2,24
-62,-63,4,-1,1,0,0,13,48,2,24
-63,-65,5,-1,1,0,0,13,48,2,24
-63,-66,5,0,0,0,0,13,48,2,24
-63,-68,5,0,0,0,0,13,48,2,24
-64,-69,6,0,0,0,0,13,48,2,24
-64,-70,6,0,0,0,0,13,48,2,24
-68,-71,6,0,0,0,0,13,48,2,24
-70,-72,6,0,0,0,0,13,48,2,24
-66,-72,7,0,0,0,0,13,48,2,24
-54,-73,8,0,0,0,0,13,48,2,24
-33,-72,8,0,0,0,0,13,48,2,24
4,-69,8,0,0,0,0,13,48,2,24
50,-62,8,0,0,0,0,13,48,2,24
86,-51,8,0,0,0,0,13,48,2,24
81,-34,7,-1,1,0,0,13,48,2,24
45,-15,6,-1,1,0,0,13,48,2,24
8,5,4,-2,4,0,0,13,48,2,24
-20,22,2,-2,4,0,0,13,48,2,24
-42,32,0,-3,9,1,0,13,48,2,24
-57,33,-2,-3,9,1,0,13,48,2,24
-66,24,-4,-3,9,1,0,13,48,2,24
-72,9,-5,-3,9,1,0,13,48,2,24
-76,-10,-6,-2,4,1,0,13,48,2,24
-80,-30,-7,-2,4,2,0,13,48,2,24
-83,-48,-7,-1,1,2,0,13,48,2,24
-82,-63,-8,-1,1,2,0,13,48,2,24
-79,-74,-7,-1,1,2,0,13,48,2,24
-81,-81,-5,0,0,2,0,13,48,2,24
-82,-86,-1,1,1,2,0,13,48,2,24
-82,-89,5,4,16,2,0,13,48,2,24
-81,-90,14,6,36,3,0,13,48,2,24
-81,-91,24,9,81,6,0,13,48,2,24
-79,-92,35,11,121,10,0,13,48,2,24
-76,-92,43,12,144,15,0,13,48,2,24
-73,-91,48,10,100,18,0,13,48,2,24
-71,-90,49,7,49,20,0,13,48,2,24
-68,-89,44,3,9,20,0,13,48,2,24
-66,-87,37,-2,4,20,0,13,48,2,24
-65,-85,27,-7,49,22,0,13,48,2,24
-61,-83,17,-11,121,26,0,13,48,2,24
-59,-80,8,-12,144,31,0,13,48,2,24
-58,-78,1,-12,144,35,0,13,48,2,24
-56,-75,-5,-10,100,39,0,13,48,2,24
-53,-73,-8,-8,64,41,0,13,48,2,24
-51,-70,-10,-6,36,42,0,13,48,2,24
-51,-68,-11,-4,16,43,0,13,48,2,24
-49,-65,-11,-2,4,43,0,13,48,2,24
-47,-63,-11,-1,1,42,0,13,48,2,24
-45,-61,-11,-1,1,42,0,13,48,2,24
-41,-59,-10,0,0,42,0,13,48,2,24
-39,-57,-8,0,0,42,0,13,48,2,24
-38,-55,-6,1,1,41,0,13,48,2,24
-37,-53,-4,2,4,41,0,13,48,2,24
-35,-50,-2,2,4,41,0,13,48,2,24
-33,-48,-1,2,4,41,0,13,48,2,24
-31,-46,1,2,4,41,0,13,48,2,24
-25,-43,2,1,1,41,0,13,48,2,24
-23,-41,3,1,1,42,0,13,48,2,24
-21,-39,4,1,1,42,0,13,48,2,24
-20,-36,5,1,1,41,0,13,48,2,24
-19,-33,6,1,1,40,0,13,48,2,24
-16,-31,6,1,1,37,0,13,48,2,24
-15,-28,6,0,0,33,0,13,48,2,24
-15,-26,6,0,0,28,0,13,48,2,24
-16,-24,6,0,0,25,0,13,48,2,24
-16,-22,6,0,0,23,0,13,48,2,24
-16,-20,6,0,0,23,0,13,48,2,24
-19,-20,6,0,0,23,0,13,48,2,24
-23,-19,6,0,0,21,0,13,48,2,24
-28,-20,7,0,0,17,0,13,48,2,24
-34,-21,7,0,0,12,0,13,48,2,24
-40,-23,7,0,0,8,0,13,48,2,24
-49,-26,7,0,0,4,0,13,48,2,24
-59,-30,7,0,0,2,0,13,48,2,24
-66,-35,8,0,0,1,0,13,48,2,24
-71,-42,9,0,0,0,0,13,48,2,24
-76,-49,10,1,1,0,0,13,48,2,24
-82,-56,10,1,1,0,0,13,48,2,24
-87,-64,11,0,0,0,0,13,48,2,24
-89,-71,13,1,1,0,0,13,48,2,24
-89,-78,14,1,1,0,0,13,48,2,24
-89,-84,16,1,1,0,0,13,48,2,24
-88,-89,17,1,1,0,0,13,48,2,24
-89,-93,18,1,1,0,0,13,48,2,24
-89,-96,19,1,1,0,0,13,48,2,24
-88,-98,19,1,1,0,0,13,48,2,24
-87,-99,20,0,0,0,10949,13,47,2,24
-85,-100,20,0,0,0,0,13,47,2,24
-82,-100,19,0,0,0,0,13,47,2,24
-79,-99,18,-1,1,0,0,13,47,2,24
-79,-98,17,-1,1,0,0,13,47,2,24
-77,-97,14,-2,4,0,0,13,47,2,24
-76,-95,11,-3,9,0,0,13,47,2,24
-74,-93,9,-3,9,1,0,13,47,2,24
-72,-91,6,-4,16,1,0,13,47,2,24
-70,-89,3,-4,16,2,0,13,47,2,24
-70,-87,1,-4,16,2,0,13,47,2,24
-68,-85,-1,-4,16,3,0,13,47,2,24
-67,-84,-3,-3,9,3,0,13,47,2,24
-67,-82,-4,-3,9,3,0,13,47,2,24
-66,-80,-4,-2,4,3,0,13,47,2,24
-66,-79,-4,-1,1,4,0,13,47,2,24
-65,-78,-4,-1,1,4,0,13,47,2,24
-66,-77,-3,0,0,4,0,13,47,2,24
-66,-76,-2,0,0,4,0,13,47,2,24
-65,-75,-1,1,1,4,0,13,47,2,24
-65,-75,0,1,1,4,0,13,47,2,24
-64,-75,1,1,1,4,0,13,47,2,24
-63,-74,3,1,1,4,0,13,47,2,24
-62,-74,4,1,1,4,0,13,47,2,24
-62,-73,6,1,1,4,0,13,47,2,24
-63,-73,7,1,1,4,0,13,47,2,24
-62,-72,8,1,1,4,0,13,47,2,24
-63,-72,9,1,1,4,0,13,47,2,24
-65,-72,9,1,1,4,0,13,47,2,24
-65,-71,10,0,0,4,0,13,47,2,24
-65,-71,11,0,0,4,0,13,47,2,24
-64,-72,11,0,0,4,0,13,47,2,24
-63,-72,11,0,0,4,0,13,47,2,24
-61,-72,11,0,0,4,0,13,47,2,24
-59,-72,11,0,0,4,0,13,47,2,24
-59,-72,11,0,0,3,0,13,47,2,24
-60,-71,11,0,0,3,0,13,47,2,24
-63,-71,10,-1,1,3,0,13,47,2,24
-63,-70,11,-1,1,2,0,13,47,2,24
-63,-70,11,0,0,2,0,13,47,2,24
-63,-69,11,0,0,1,0,13,47,2,24
-61,-69,11,0,0,1,0,13,47,2,24
-60,-70,12,0,0,0,0,13,47,2,24
-59,-70,12,0,0,0,0,13,47,2,24
-59,-70,12,0,0,0,0,13,47,2,24
-59,-70,12,0,0,0,0,13,47,2,24
-60,-69,12,0,0,0,0,13,47,2,24
-57,-69,12,0,0,0,0,13,47,2,24
-54,-68,12,0,0,0,0,13,47,2,24
-54,-67,12,0,0,0,0,13,47,2,24
-56,-66,12,0,0,0,0,13,47,2,24
-57,-66,12,0,0,0,0,13,47,2,24
-58,-65,12,0,0,0,0,13,47,2,24
-59,-64,12,0,0,0,0,13,47,2,24
-60,-64,12,0,0,0,0,13,47,2,24
-60,-64,11,-1,1,0,0,13,47,2,24
-59,-65,12,-1,1,0,0,13,47,2,24
-59,-65,12,0,0,0,0,13,47,2,24
-58,-66,11,-1,1,0,0,13,47,2,24
-57,-66,11,-1,1,0,0,13,47,2,24
-57,-67,11,-1,1,0,0,13,47,2,24
-60,-67,11,-1,1,0,0,13,47,2,24
-60,-67,12,0,0,0,0,13,47,2,24
-59,-66,12,0,0,0,0,13,47,2,24
-57,-66,12,0,0,0,0,13,47,2,24
-55,-66,13,0,0,0,0,13,47,2,24
-53,-66,13,0,0,0,0,13,47,2,24
-52,-65,13,0,0,0,0,13,47,2,24
-50,-65,14,0,0,0,0,13,47,2,24
-51,-64,14,0,0,0,0,13,47,2,24
-51,-62,13,0,0,0,0,13,47,2,24
-50,-61,13,-1,1,0,0,13,47,2,24
-50,-60,12,-1,1,0,0,13,47,2,24
-48,-59,11,-1,1,0,0,13,47,2,24
-48,-58,10,-1,1,0,0,13,47,2,24
-47,-57,10,-1,1,0,0,13,47,2,24
-46,-56,9,-1,1,0,0,13,47,2,24
-47,-56,8,-1,1,0,0,13,47,2,24
-49,-55,8,-1,1,0,0,13,47,2,24
-51,-55,8,-1,1,0,0,13,47,2,24
-54,-55,7,-1,1,0,0,13,47,2,24
-54,-55,7,-1,1,0,0,13,47,2,24
-57,-56,6,-1,1,0,0,13,47,2,24
-60,-57,6,-1,1,0,0,13,47,2,24
-61,-59,6,-1,1,0,0,13,47,2,24
-62,-60,6,-1,1,0,0,13,47,2,24
-61,-62,7,0,0,0,0,13,47,2,24
-61,-64,8,0,0,0,0,13,47,2,24
-62,-66,8,0,0,0,0,13,47,2,24
-62,-67,9,0,0,0,0,13,47,2,24
-67,-68,9,0,0,0,0,13,47,2,24
-69,-70,10,0,0,0,0,13,47,2,24
-66,-71,10,0,0,0,0,13,47,2,24
-55,-71,10,0,0,0,0,13,47,2,24
-29,-71,11,0,0,0,0,13,47,2,24
12,-68,11,0,0,0,0,13,47,2,24
60,-60,10,0,0,0,0,13,47,2,24
91,-48,10,-1,1,0,0,13,47,2,24
82,-31,8,-1,1,0,0,13,47,2,24
46,-11,7,-2,4,0,0,13,47,2,24
8,9,4,-2,4,0,0,13,47,2,24
-23,26,3,-3,9,1,0,13,47,2,24
-46,36,0,-3,9,1,0,13,47,2,24
-59,36,-2,-3,9,1,0,13,47,2,24
-69,26,-4,-3,9,1,0,13,47,2,24
-77,10,-6,-3,9,2,0,13,47,2,24
