Input,LPFilter,HPFilter,DerivativeF,SQRFilter,MVAFilter,RBeat,RunningThI1,SignalLevel,NoiseLevel,RunningThF
-61,-69,12,0,0,0,0,12,43,2,24
-59,-69,12,0,0,0,0,12,43,2,24
-58,-69,13,0,0,0,0,12,43,2,24
-57,-69,13,0,0,0,0,12,43,2,24
-58,-68,13,0,0,0,0,12,43,2,24
-58,-68,13,0,0,0,0,12,43,2,24
-56,-67,13,0,0,0,0,12,43,2,24
-55,-67,13,0,0,0,0,12,43,2,24
-55,-66,14,0,0,0,0,12,43,2,24
-54,-65,14,0,0,0,0,12,43,2,24
-54,-64,13,0,0,0,0,12,43,2,24
-53,-64,13,-1,1,0,0,12,43,2,24
-51,-63,12,-1,1,0,0,12,43,2,24
-50,-62,12,-1,1,0,0,12,43,2,24
-50,-61,11,-1,1,0,0,12,43,2,24
-49,-60,10,-1,1,0,0,12,43,2,24
-49,-59,10,-1,1,0,0,12,43,2,24
-49,-59,9,-1,1,0,0,12,43,2,24
-49,-58,9,-1,1,0,0,12,43,2,24
-47,-57,8,-1,1,0,0,12,43,2,24
-46,-56,8,-1,1,0,0,12,43,2,24
-49,-56,8,-1,1,0,0,12,43,2,24
-48,-55,8,-1,1,0,0,12,43,2,24
-50,-55,7,-1,1,0,0,12,43,2,24
-53,-55,7,-1,1,0,0,12,43,2,24
-55,-55,7,-1,1,0,0,12,43,2,24
-56,-56,7,-1,1,0,0,12,43,2,24
-58,-57,7,0,0,0,0,12,43,2,24
-58,-58,7,0,0,0,0,12,43,2,24
-59,-60,7,0,0,0,0,12,43,2,24
-61,-61,7,0,0,0,0,12,43,2,24
-61,-63,7,0,0,0,0,12,43,2,24
-62,-64,7,0,0,0,0,12,43,2,24
-62,-66,7,0,0,0,0,12,43,2,24
-65,-67,7,0,0,0,0,12,43,2,24
-66,-68,8,0,0,0,0,12,43,2,24
-59,-69,8,0,0,0,0,12,43,2,24
-44,-69,8,0,0,0,0,12,43,2,24
-15,-68,9,0,0,0,0,12,43,2,24
28,-63,8,0,0,0,0,12,43,2,24
73,-54,8,0,0,0,0,12,43,2,24
91,-40,7,-1,1,0,0,12,43,2,24
71,-22,6,-1,1,0,0,12,43,2,24
32,-2,5,-1,1,0,0,12,43,2,24
-1,17,4,-2,4,0,0,12,43,2,24
-27,31,2,-2,4,0,0,12,43,2,24
-48,37,0,-2,4,0,0,12,43,2,24
-62,34,-3,-3,9,1,0,12,43,2,24
-71,22,-4,-3,9,1,0,12,43,2,24
-77,4,-6,-3,9,1,0,12,43,2,24
-80,-16,-7,-3,9,1,0,12,43,2,24
-81,-37,-8,-2,4,2,0,12,43,2,24
-82,-55,-8,-2,4,2,0,12,43,2,24
-80,-68,-8,-1,1,2,0,12,43,2,24
-80,-78,-7,0,0,2,0,12,43,2,24
-80,-84,-4,1,1,2,0,12,43,2,24
-77,-88,1,2,4,2,0,12,43,2,24
-77,-89,9,5,25,3,0,12,43,2,24
-77,-90,18,7,49,4,0,12,43,2,24
-75,-90,29,10,100,7,0,12,43,2,24
-73,-89,39,12,144,12,0,12,43,2,24
-72,-88,46,11,121,16,0,12,43,2,24
-69,-87,50,10,100,20,0,12,43,2,24
-68,-86,49,6,36,21,0,12,43,2,24
-65,-84,43,1,1,21,0,12,43,2,24
-62,-82,34,-4,16,21,0,12,43,2,24
-60,-80,24,-9,81,24,0,12,43,2,24
-58,-78,14,-12,144,29,0,12,43,2,24
-55,-76,5,-12,144,34,0,12,43,2,24
-55,-73,-2,-12,144,39,0,12,43,2,24
-54,-71,-7,-10,100,42,0,12,43,2,24
-50,-69,-9,-8,64,44,0,12,43,2,24
-49,-66,-11,-5,25,45,0,12,43,2,24
-49,-64,-11,-3,9,45,0,12,43,2,24
-47,-62,-11,-2,4,45,0,12,43,2,24
-44,-60,-11,-1,1,45,0,12,43,2,24
-40,-58,-9,0,0,45,0,12,43,2,24
-38,-56,-8,1,1,45,0,12,43,2,24
-35,-54,-6,1,1,44,0,12,43,2,24
-35,-52,-4,2,4,44,0,12,43,2,24
-33,-49,-2,2,4,44,0,12,43,2,24
-32,-47,0,2,4,44,0,12,43,2,24
-31,-44,2,2,4,44,0,12,43,2,24
-30,-42,3,2,4,44,0,12,43,2,24
-27,-40,4,1,1,44,0,12,43,2,24
-27,-38,5,1,1,44,0,12,43,2,24
-24,-36,5,1,1,44,0,12,43,2,24
-20,-35,6,0,0,43,0,12,43,2,24
-18,-33,7,0,0,41,0,12,43,2,24
-18,-31,7,0,0,38,0,12,43,2,24
-18,-29,7,0,0,33,0,12,43,2,24
-19,-27,7,0,0,29,0,12,43,2,24
-18,-25,7,0,0,26,0,12,43,2,24
-19,-24,7,0,0,25,0,12,43,2,24
-21,-23,7,0,0,25,0,12,43,2,24
-24,-22,7,0,0,24,0,12,43,2,24
-28,-22,7,0,0,22,0,12,43,2,24
-32,-23,7,0,0,17,0,12,43,2,24
-39,-25,8,0,0,12,0,12,43,2,24
-44,-27,8,0,0,7,0,12,43,2,24
-54,-31,8,0,0,4,0,12,43,2,24
-61,-35,8,0,0,2,0,12,43,2,24
-66,-40,9,0,0,1,0,12,43,2,24
-71,-46,9,0,0,1,0,12,43,2,24
-76,-53,9,0,0,0,0,12,43,2,24
-80,-60,10,0,0,0,0,12,43,2,24
-82,-66,12,0,0,0,0,12,43,2,24
-87,-73,13,1,1,0,0,12,43,2,24
-91,-79,15,1,1,0,0,12,43,2,24
-92,-84,16,1,1,0,0,12,43,2,24
-92,-89,17,1,1,0,0,12,43,2,24
-92,-93,18,1,1,0,0,12,43,2,24
-90,-96,18,1,1,0,0,12,43,2,24
-89,-99,19,0,0,0,3862,12,43,2,24
-87,-100,19,0,0,0,0,12,43,2,24
-85,-101,19,0,0,0,0,12,43,2,24
-84,-101,18,0,0,0,0,12,43,2,24
-84,-101,17,-1,1,0,0,12,43,2,24
-82,-100,15,-2,4,0,0,12,43,2,24
-80,-98,13,-2,4,0,0,12,43,2,24
-77,-97,11,-3,9,0,0,12,43,2,24
-76,-95,8,-3,9,1,0,12,43,2,24
-75,-94,6,-3,9,1,0,12,43,2,24
-72,-92,4,-3,9,1,0,12,43,2,24
-70,-90,2,-3,9,2,0,12,43,2,24
-71,-88,0,-3,9,2,0,12,43,2,24
-70,-86,-1,-3,9,2,0,12,43,2,24
-67,-84,-2,-2,4,2,0,12,43,2,24
-66,-83,-3,-2,4,2,0,12,43,2,24
-66,-81,-3,-1,1,2,0,12,43,2,24
-66,-80,-3,-1,1,2,0,12,43,2,24
-66,-78,-2,0,0,2,0,12,43,2,24
-69,-77,-1,0,0,2,0,12,43,2,24
-69,-77,-1,0,0,2,0,12,43,2,24
-68,-76,0,0,0,2,0,12,43,2,24
-68,-76,2,1,1,2,0,12,43,2,24
-68,-76,3,1,1,3,0,12,43,2,24
-67,-76,4,1,1,3,0,12,43,2,24
-67,-77,5,1,1,3,0,12,43,2,24
-67,-77,6,1,1,3,0,12,43,2,24
-67,-77,7,1,1,3,0,12,43,2,24
-67,-77,8,1,1,3,0,12,43,2,24
-68,-76,9,1,1,3,0,12,43,2,24
-67,-76,10,1,1,3,0,12,43,2,24
-68,-76,10,1,1,3,0,12,43,2,24
-66,-76,11,0,0,3,0,12,43,2,24
-65,-76,11,0,0,3,0,12,43,2,24
-64,-76,11,0,0,3,0,12,43,2,24
-64,-76,11,0,0,2,0,12,43,2,24
-63,-75,11,0,0,2,0,12,43,2,24
-63,-75,11,0,0,2,0,12,43,2,24
-61,-74,10,-1,1,2,0,12,43,2,24
-60,-73,10,-1,1,1,0,12,43,2,24
-61,-72,10,-1,1,1,0,12,43,2,24
-62,-71,9,-1,1,1,0,12,43,2,24
-61,-71,9,-1,1,1,0,12,43,2,24
-62,-70,9,-1,1,0,0,12,43,2,24
-62,-70,9,-1,1,0,0,12,43,2,24
-63,-70,10,0,0,0,0,12,43,2,24
-62,-70,10,0,0,0,0,12,43,2,24
-63,-70,10,0,0,0,0,12,43,2,24
-62,-70,10,0,0,0,0,12,43,2,24
-61,-70,10,0,0,0,0,12,43,2,24
-60,-70,10,0,0,0,0,12,43,2,24
-59,-70,10,0,0,0,0,12,43,2,24
-60,-70,10,0,0,0,0,12,43,2,24
-58,-70,10,0,0,0,0,12,43,2,24
-57,-69,11,0,0,0,0,12,43,2,24
-55,-68,11,0,0,0,0,12,43,2,24
-56,-67,12,0,0,0,0,12,43,2,24
-55,-67,12,0,0,0,0,12,43,2,24
-55,-66,12,0,0,0,0,12,43,2,24
-56,-65,13,0,0,0,0,12,43,2,24
-56,-64,12,0,0,0,0,12,43,2,24
-56,-64,12,0,0,0,0,12,43,2,24
-54,-63,11,-1,1,0,0,12,43,2,24
-55,-63,11,-1,1,0,0,12,43,2,24
-55,-63,10,-1,1,0,0,12,43,2,24
-56,-63,10,-1,1,0,0,12,43,2,24
-55,-63,9,-1,1,0,0,12,43,2,24
-52,-63,9,-1,1,0,0,12,43,2,24
-49,-62,8,-1,1,0,0,12,43,2,24
-49,-62,8,-1,1,0,0,12,43,2,24
-49,-61,8,-1,1,0,0,12,43,2,24
-48,-60,8,-1,1,0,0,12,43,2,24
-48,-59,8,0,0,0,0,12,43,2,24
-49,-58,7,-1,1,0,0,12,43,2,24
-49,-57,7,-1,1,0,0,12,43,2,24
-49,-56,7,-1,1,0,0,12,43,2,24
-52,-56,7,-1,1,0,0,12,43,2,24
-55,-56,7,0,0,0,0,12,43,2,24
-56,-56,7,0,0,0,0,12,43,2,24
-57,-57,6,-1,1,0,0,12,43,2,24
-58,-58,6,-1,1,0,0,12,43,2,24
-59,-60,5,-1,1,0,0,12,43,2,24
-60,-61,5,-1,1,0,0,12,43,2,24
-59,-63,4,-1,1,0,0,12,43,2,24
-59,-64,4,-1,1,0,0,12,43,2,24
-62,-65,4,-1,1,0,0,12,43,2,24
-64,-66,5,0,0,0,0,12,43,2,24
-69,-67,5,0,0,0,0,12,43,2,24
-71,-69,6,0,0,0,0,12,43,2,24
-69,-70,6,0,0,0,0,12,43,2,24
-59,-71,7,0,0,0,0,12,43,2,24
-40,-72,7,0,0,0,0,12,43,2,24
-5,-70,8,0,0,0,0,12,43,2,24
42,-65,8,0,0,0,0,12,43,2,24
83,-54,8,0,0,0,0,12,43,2,24
88,-39,8,0,0,0,0,12,43,2,24
55,-19,7,-1,1,0,0,12,43,2,24
17,1,5,-1,1,0,0,12,43,2,24
-14,19,3,-2,4,0,0,12,43,2,24
-36,32,1,-3,9,0,0,12,43,2,24
-50,35,-1,-3,9,1,0,12,43,2,24
-63,29,-3,-3,9,1,0,12,43,2,24
-73,15,-4,-3,9,1,0,12,43,2,24
-80,-4,-5,-2,4,1,0,12,43,2,24
-84,-24,-7,-2,4,1,0,12,43,2,24
-87,-44,-7,-2,4,2,0,12,43,2,24
-88,-61,-8,-2,4,2,0,12,43,2,24
-87,-73,-8,-1,1,2,0,12,43,2,24
-84,-82,-6,0,0,2,0,12,43,2,24
-83,-89,-3,1,1,2,0,12,43,2,24
-82,-93,3,3,9,2,0,12,43,2,24
-83,-95,11,5,25,3,0,12,43,2,24
-82,-96,21,8,64,5,0,12,43,2,24
-81,-95,32,11,121,9,0,12,43,2,24
-79,-95,41,12,144,14,0,12,43,2,24
-77,-94,48,11,121,18,0,12,43,2,24
-76,-93,50,9,81,20,0,12,43,2,24
-73,-92,47,4,16,21,0,12,43,2,24
-70,-90,40,-1,1,21,0,12,43,2,24
-63,-88,31,-6,36,22,0,12,43,2,24
-58,-86,21,-10,100,25,0,12,43,2,24
-56,-83,11,-12,144,30,0,12,43,2,24
-58,-80,2,-12,144,35,0,12,43,2,24
-59,-77,-4,-12,144,40,0,12,43,2,24
-59,-74,-8,-10,100,43,0,12,43,2,24
-57,-71,-12,-7,49,45,0,12,43,2,24
-55,-69,-13,-5,25,46,0,12,43,2,24
-53,-67,-14,-4,16,46,0,12,43,2,24
-50,-66,-13,-2,4,46,0,12,43,2,24
-47,-64,-12,0,0,46,0,12,43,2,24
-44,-63,-11,0,0,46,0,12,43,2,24
-43,-61,-9,1,1,45,0,12,43,2,24
-42,-59,-7,1,1,45,0,12,43,2,24
-41,-57,-5,2,4,45,0,12,43,2,24
-39,-54,-3,2,4,45,0,12,43,2,24
-37,-52,-2,2,4,45,0,12,43,2,24
-32,-50,0,2,4,45,0,12,43,2,24
-27,-47,1,1,1,45,0,12,43,2,24
-24,-45,3,1,1,45,0,12,43,2,24
-23,-42,4,1,1,45,0,12,43,2,24
-23,-39,5,1,1,45,0,12,43,2,24
-23,-36,6,1,1,44,0,12,43,2,24
-22,-34,6,1,1,42,0,12,43,2,24
-20,-31,6,0,0,38,0,12,43,2,24
-19,-29,6,0,0,33,0,12,43,2,24
-17,-27,6,0,0,29,0,12,43,2,24
-16,-25,5,-1,1,26,0,12,43,2,24
-16,-24,5,-1,1,26,0,12,43,2,24
-18,-23,5,-1,1,26,0,12,43,2,24
-22,-22,5,-1,1,25,0,12,43,2,24
-29,-22,6,0,0,21,0,12,43,2,24
-37,-22,6,0,0,17,0,12,43,2,24
-46,-24,6,0,0,12,0,12,43,2,24
-52,-27,6,0,0,7,0,12,43,2,24
-57,-31,6,0,0,4,0,12,43,2,24
-63,-37,7,0,0,2,0,12,43,2,24
-68,-43,8,0,0,1,0,12,43,2,24
-75,-50,9,1,1,1,0,12,43,2,24
-84,-57,10,1,1,1,0,12,43,2,24
-91,-64,11,1,1,1,0,12,43,2,24
-94,-72,12,1,1,1,0,12,43,2,24
-96,-79,13,1,1,1,0,12,43,2,24
-97,-85,15,1,1,1,0,12,43,2,24
-96,-92,16,1,1,0,0,12,43,2,24
-94,-97,17,1,1,0,0,12,43,2,24
-94,-101,19,1,1,0,0,12,43,2,24
-90,-104,20,1,1,0,0,12,43,2,24
-88,-105,21,1,1,0,4029,12,43,2,24
-86,-106,21,1,1,0,0,12,43,2,24
-85,-105,20,0,0,0,0,12,43,2,24
-84,-104,19,-1,1,0,0,12,43,2,24
-82,-102,17,-2,4,0,0,12,43,2,24
-79,-100,15,-2,4,0,0,12,43,2,24
-78,-98,13,-3,9,1,0,12,43,2,24
-77,-96,10,-3,9,1,0,12,43,2,24
-74,-94,7,-4,16,1,0,12,43,2,24
-70,-92,4,-4,16,2,0,12,43,2,24
-65,-90,2,-4,16,2,0,12,43,2,24
-68,-88,0,-4,16,3,0,12,43,2,24
-71,-85,-3,-3,9,3,0,12,43,2,24
-71,-83,-4,-3,9,4,0,12,43,2,24
-71,-82,-5,-3,9,4,0,12,43,2,24
-69,-80,-6,-2,4,4,0,12,43,2,24
-67,-79,-5,-1,1,4,0,12,43,2,24
-67,-79,-5,-1,1,4,0,12,43,2,24
-65,-78,-3,0,0,4,0,12,43,2,24
-63,-78,-2,1,1,4,0,12,43,2,24
-62,-77,0,1,1,4,0,12,43,2,24
-63,-76,1,1,1,4,0,12,43,2,24
-65,-75,3,1,1,4,0,12,43,2,24
-65,-74,4,1,1,4,0,12,43,2,24
-64,-73,6,1,1,4,0,12,43,2,24
-62,-73,7,1,1,4,0,12,43,2,24
-63,-72,8,1,1,4,0,12,43,2,24
-64,-72,9,1,1,4,0,12,43,2,24
-61,-72,10,1,1,4,0,12,43,2,24
-60,-72,11,1,1,4,0,12,43,2,24
-63,-71,11,1,1,4,0,12,43,2,24
-65,-71,11,0,0,4,0,12,43,2,24
-67,-71,11,0,0,4,0,12,43,2,24
-66,-71,11,0,0,4,0,12,43,2,24
-66,-71,11,0,0,4,0,12,43,2,24
-66,-72,10,-1,1,4,0,12,43,2,24
-64,-73,10,-1,1,4,0,12,43,2,24
-63,-73,10,-1,1,3,0,12,43,2,24
-61,-73,10,-1,1,3,0,12,43,2,24
-60,-73,11,0,0,2,0,12,43,2,24
-60,-73,11,0,0,2,0,12,43,2,24
-60,-72,11,0,0,1,0,12,43,2,24
-60,-71,12,0,0,1,0,12,43,2,24
-60,-70,12,0,0,1,0,12,43,2,24
-61,-69,12,0,0,0,0,12,43,2,24
-61,-69,12,0,0,0,0,12,43,2,24
-62,-69,12,0,0,0,0,12,43,2,24
-61,-69,12,0,0,0,0,12,43,2,24
-60,-69,12,0,0,0,0,12,43,2,24
-60,-69,12,0,0,0,0,12,43,2,24
-60,-69,12,0,0,0,0,12,43,2,24
-61,-69,12,0,0,0,0,12,43,2,24
-63,-69,11,-1,1,0,0,12,43,2,24
-64,-69,11,-1,1,0,0,12,43,2,24
-65,-69,11,-1,1,0,0,12,43,2,24
-63,-70,11,-1,1,0,0,12,43,2,24
-60,-70,11,0,0,0,0,12,43,2,24
-59,-70,12,0,0,0,0,12,43,2,24
-58,-70,12,0,0,0,0,12,43,2,24
-58,-70,13,0,0,0,0,12,43,2,24
-56,-70,13,0,0,0,0,12,43,2,24
-52,-69,13,0,0,0,0,12,43,2,24
-54,-67,13,0,0,0,0,12,43,2,24
-55,-66,13,0,0,0,0,12,43,2,24
-55,-65,13,0,0,0,0,12,43,2,24
-53,-64,13,0,0,0,0,12,43,2,24
-51,-63,12,-1,1,0,0,12,43,2,24
-49,-62,12,-1,1,0,0,12,43,2,24
-50,-61,11,-1,1,0,0,12,43,2,24
-50,-60,11,-1,1,0,0,12,43,2,24
-51,-59,10,-1,1,0,0,12,43,2,24
-50,-59,9,-1,1,0,0,12,43,2,24
-48,-58,9,-1,1,0,0,12,43,2,24
-49,-57,8,-1,1,0,0,12,43,2,24
-50,-57,8,-1,1,0,0,12,43,2,24
-51,-57,7,-1,1,0,0,12,43,2,24
-52,-57,7,-1,1,0,0,12,43,2,24
-54,-57,7,-1,1,0,0,12,43,2,24
-58,-57,7,-1,1,0,0,12,43,2,24
-59,-58,7,0,0,0,0,12,43,2,24
-61,-59,7,0,0,0,0,12,43,2,24
-63,-61,7,0,0,0,0,12,43,2,24
-64,-62,7,0,0,0,0,12,43,2,24
-65,-65,8,0,0,0,0,12,43,2,24
-63,-66,8,0,0,0,0,12,43,2,24
-64,-68,9,0,0,0,0,12,43,2,24
-65,-70,9,0,0,0,0,12,43,2,24
-66,-71,9,0,0,0,0,12,43,2,24
-69,-72,10,0,0,0,0,12,43,2,24
-72,-73,10,0,0,0,0,12,43,2,24
-72,-74,10,0,0,0,0,12,43,2,24
-66,-75,10,0,0,0,0,12,43,2,24
-48,-75,10,0,0,0,0,12,43,2,24
-15,-74,10,0,0,0,0,12,43,2,24
30,-69,10,0,0,0,0,12,43,2,24
77,-60,9,-1,1,0,0,12,43,2,24
94,-45,8,-1,1,0,0,12,43,2,24
69,-25,7,-1,1,0,0,12,43,2,24
27,-4,6,-2,4,0,0,12,43,2,24
-7,16,3,-2,4,0,0,12,43,2,24
-31,30,2,-2,4,0,0,12,43,2,24
-50,36,-1,-3,9,1,0,12,43,2,24
-61,33,-3,-3,9,1,0,12,43,2,24
-70,20,-5,-3,9,1,0,12,43,2,24
-76,2,-6,-3,9,1,0,12,43,2,24
-79,-18,-7,-2,4,1,0,12,43,2,24
-82,-39,-8,-2,4,2,0,12,43,2,24
-84,-56,-8,-1,1,2,0,12,43,2,24
-85,-69,-8,-1,1,2,0,12,43,2,24
-85,-79,-7,0,0,2,0,12,43,2,24
-85,-85,-4,1,1,2,0,12,43,2,24
-85,-89,1,2,4,2,0,12,43,2,24
-83,-92,9,5,25,3,0,12,43,2,24
-80,-94,20,8,64,5,0,12,43,2,24
-78,-94,31,11,121,9,0,12,43,2,24
-74,-94,41,12,144,14,0,12,43,2,24
-71,-93,48,12,144,18,0,12,43,2,24
-72,-92,51,9,81,21,0,12,43,2,24
-73,-90,49,5,25,22,0,12,43,2,24
-71,-88,43,0,0,22,0,12,43,2,24
-67,-86,34,-5,25,23,0,12,43,2,24
-64,-84,24,-9,81,25,0,12,43,2,24
-63,-82,13,-12,144,30,0,12,43,2,24
-61,-80,5,-13,169,36,0,12,43,2,24
-59,-78,-2,-12,144,41,0,12,43,2,24
-55,-76,-7,-10,100,44,0,12,43,2,24
-54,-74,-10,-8,64,46,0,12,43,2,24
-52,-71,-11,-5,25,47,0,12,43,2,24
-51,-69,-12,-3,9,47,0,12,43,2,24
-49,-66,-12,-2,4,47,0,12,43,2,24
-48,-64,-12,-1,1,47,0,12,43,2,24
-45,-62,-11,0,0,47,0,12,43,2,24
-41,-60,-9,0,0,46,0,12,43,2,24
-37,-57,-7,1,1,46,0,12,43,2,24
-36,-55,-5,2,4,46,0,12,43,2,24
-35,-52,-3,2,4,46,0,12,43,2,24
-34,-50,-1,2,4,46,0,12,43,2,24
-31,-47,1,2,4,46,0,12,43,2,24
-30,-45,2,2,4,46,0,12,43,2,24
-26,-42,3,1,1,46,0,12,43,2,24
-25,-40,3,1,1,46,0,12,43,2,24
-23,-38,4,0,0,46,0,12,43,2,24
-22,-35,4,0,0,45,0,12,43,2,24
-21,-33,5,0,0,43,0,12,43,2,24
-19,-31,5,0,0,39,0,12,43,2,24
-19,-29,6,0,0,34,0,12,43,2,24
-18,-27,6,0,0,29,0,12,43,2,24
-18,-26,6,0,0,27,0,12,43,2,24
-17,-24,6,0,0,26,0,12,43,2,24
-21,-23,6,0,0,26,0,12,43,2,24
-26,-23,6,0,0,25,0,12,43,2,24
-31,-23,7,0,0,22,0,12,43,2,24
-37,-24,7,0,0,17,0,12,43,2,24
-45,-26,7,0,0,12,0,12,43,2,24
-52,-29,7,0,0,7,0,12,43,2,24
-61,-33,8,0,0,4,0,12,43,2,24
-68,-38,9,0,0,2,0,12,43,2,24
-76,-45,9,0,0,1,0,12,43,2,24
-81,-52,10,0,0,0,0,12,43,2,24
-86,-60,11,0,0,0,0,12,43,2,24
-89,-68,12,1,1,0,0,12,43,2,24
-93,-75,13,1,1,0,0,12,43,2,24
-96,-82,14,1,1,0,0,12,43,2,24
-98,-89,15,1,1,0,0,12,43,2,24
-100,-94,17,1,1,0,0,12,43,2,24
-100,-99,18,1,1,0,0,12,43,2,24
-98,-103,19,1,1,0,0,12,43,2,24
-98,-106,20,1,1,0,0,12,43,2,24
-96,-108,21,1,1,0,4197,12,43,2,24
-93,-109,21,1,1,0,0,12,43,2,24
-92,-110,20,0,0,0,0,12,43,2,24
-88,-110,19,-1,1,0,0,12,43,2,24
-85,-109,18,-1,1,0,0,12,43,2,24
-84,-107,15,-2,4,0,0,12,43,2,24
-83,-105,13,-3,9,0,0,12,43,2,24
-82,-103,10,-3,9,1,0,12,43,2,24
-79,-100,7,-4,16,1,0,12,43,2,24
-76,-98,5,-4,16,2,0,12,43,2,24
-76,-96,3,-4,16,2,0,12,43,2,24
-75,-94,0,-3,9,3,0,12,43,2,24
-74,-92,-1,-3,9,3,0,12,43,2,24
-72,-90,-3,-3,9,3,0,12,43,2,24
-71,-88,-4,-3,9,3,0,12,43,2,24
-70,-86,-4,-2,4,4,0,12,43,2,24
-71,-85,-4,-1,1,4,0,12,43,2,24
-71,-84,-4,-1,1,4,0,12,43,2,24
-71,-82,-3,0,0,4,0,12,43,2,24
-71,-82,-3,0,0,4,0,12,43,2,24
-70,-81,-2,0,0,4,0,12,43,2,24
-69,-80,0,1,1,4,0,12,43,2,24
-69,-80,1,1,1,4,0,12,43,2,24
-68,-80,3,1,1,4,0,12,43,2,24
-67,-79,4,1,1,4,0,12,43,2,24
-66,-79,5,1,1,4,0,12,43,2,24
-66,-78,6,1,1,4,0,12,43,2,24
-66,-78,7,1,1,4,0,12,43,2,24
-67,-77,8,1,1,4,0,12,43,2,24
-66,-76,9,1,1,4,0,12,43,2,24
-66,-76,9,1,1,4,0,12,43,2,24
-66,-75,10,0,0,4,0,12,43,2,24
-65,-75,10,0,0,4,0,12,43,2,24
-64,-75,10,0,0,4,0,12,43,2,24
-64,-75,10,0,0,4,0,12,43,2,24
-65,-74,10,0,0,3,0,12,43,2,24
-65,-74,10,0,0,3,0,12,43,2,24
-63,-74,10,0,0,3,0,12,43,2,24
-62,-73,9,-1,1,2,0,12,43,2,24
-64,-73,9,-1,1,2,0,12,43,2,24
-64,-73,9,-1,1,1,0,12,43,2,24
-66,-73,8,-1,1,1,0,12,43,2,24
-66,-72,9,-1,1,1,0,12,43,2,24
-67,-73,9,0,0,1,0,12,43,2,24
-66,-73,9,0,0,0,0,12,43,2,24
-65,-73,10,0,0,0,0,12,43,2,24
-63,-74,10,0,0,0,0,12,43,2,24
-61,-74,10,0,0,0,0,12,43,2,24
-60,-74,10,0,0,0,0,12,43,2,24
-61,-73,10,0,0,0,0,12,43,2,24
-62,-73,10,0,0,0,0,12,43,2,24
-61,-72,11,0,0,0,0,12,43,2,24
-60,-71,11,0,0,0,0,12,43,2,24
-60,-70,11,0,0,0,0,12,43,2,24
-61,-70,11,0,0,0,0,12,43,2,24
-63,-69,11,0,0,0,0,12,43,2,24
-64,-69,11,0,0,0,0,12,43,2,24
-64,-69,11,0,0,0,0,12,43,2,24
-64,-70,12,0,0,0,0,12,43,2,24
-60,-70,11,0,0,0,0,12,43,2,24
-59,-70,11,0,0,0,0,12,43,2,24
-61,-70,11,-1,1,0,0,12,43,2,24
-60,-70,11,-1,1,0,0,12,43,2,24
-59,-70,11,0,0,0,0,12,43,2,24
-57,-70,11,0,0,0,0,12,43,2,24
-57,-69,11,0,0,0,0,12,43,2,24
-59,-68,11,0,0,0,0,12,43,2,24
-58,-67,12,0,0,0,0,12,43,2,24
-58,-67,12,0,0,0,0,12,43,2,24
-56,-66,13,0,0,0,0,12,43,2,24
-57,-66,13,0,0,0,0,12,43,2,24
-58,-66,13,0,0,0,0,12,43,2,24
-58,-65,13,0,0,0,0,12,43,2,24
-57,-65,13,0,0,0,0,12,43,2,24
-53,-65,13,0,0,0,0,12,43,2,24
-53,-65,13,0,0,0,0,12,43,2,24
-51,-64,12,-1,1,0,0,12,43,2,24
-50,-63,12,-1,1,0,0,12,43,2,24
-50,-63,11,-1,1,0,0,12,43,2,24
-52,-61,11,-1,1,0,0,12,43,2,24
-51,-60,10,-1,1,0,0,12,43,2,24
-51,-59,10,-1,1,0,0,12,43,2,24
-52,-59,10,-1,1,0,0,12,43,2,24
-53,-58,10,-1,1,0,0,12,43,2,24
-55,-58,10,0,0,0,0,12,43,2,24
-56,-59,10,0,0,0,0,12,43,2,24
-57,-59,9,-1,1,0,0,12,43,2,24
-58,-60,9,-1,1,0,0,12,43,2,24
-61,-61,9,-1,1,0,0,12,43,2,24
-63,-62,8,-1,1,0,0,12,43,2,24
-64,-64,8,-1,1,0,0,12,43,2,24
-65,-65,8,-1,1,0,0,12,43,2,24
-66,-67,8,-1,1,0,0,12,43,2,24
-65,-69,9,0,0,0,0,12,43,2,24
-65,-70,9,0,0,0,0,12,43,2,24
-69,-71,10,0,0,0,0,12,43,2,24
-71,-73,10,0,0,0,0,12,43,2,24
-71,-74,11,0,0,0,0,12,43,2,24
-63,-75,11,0,0,0,0,12,43,2,24
-46,-75,11,0,0,0,0,12,43,2,24
-16,-73,11,0,0,0,0,12,43,2,24
30,-68,11,0,0,0,0,12,43,2,24
73,-59,10,-1,1,0,0,12,43,2,24
88,-44,9,-1,1,0,0,12,43,2,24
64,-25,8,-1,1,0,0,12,43,2,24
23,-5,6,-2,4,0,0,12,43,2,24
-9,14,4,-2,4,0,0,12,43,2,24
-35,28,2,-3,9,1,0,12,43,2,24
-54,33,-1,-3,9,1,0,12,43,2,24
-65,29,-3,-3,9,1,0,12,43,2,24
-74,16,-4,-3,9,1,0,12,43,2,24
-79,-2,-5,-3,9,2,0,12,43,2,24
-82,-23,-7,-2,4,2,0,12,43,2,24
-84,-43,-7,-2,4,2,0,12,43,2,24
-87,-60,-8,-2,4,2,0,12,43,2,24
-88,-73,-7,-1,1,2,0,12,43,2,24
-86,-82,-6,0,0,2,0,12,43,2,24
-83,-88,-3,1,1,2,0,12,43,2,24
-84,-92,2,3,9,2,0,12,43,2,24
-82,-94,10,5,25,3,0,12,43,2,24
